0.3,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.35"
0.4,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.45"
0.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.55"
0.6,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.65"
0.7,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.75"
0.8,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.85"
0.9,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 0.95"
1,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.05"
1.1,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.15"
1.2,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.25"
1.3,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.35"
1.4,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.45"
1.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.55"
1.6,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.65"
1.7,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.75"
1.8,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.85"
1.9,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 1.95"
2,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.05"
2.1,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.15"
2.2,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.25"
2.3,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.35"
2.4,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.45"
2.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.55"
2.6,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.65"
2.7,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.75"
2.8,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.85"
2.9,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 2.95"
3,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.45"
3.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 3.95"
4,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.45"
4.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 4.95"
5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.45"
5.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 5.95"
6,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.45"
6.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 6.95"
7,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.45"
7.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 7.95"
8,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.45"
8.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 8.95"
9,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.05
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.10
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.15
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.20
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.25
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.30
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.35
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.40
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.45"
9.5,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.55
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.60
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.65
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.70
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.75
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.80
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.85
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.90
pwtbst:1 AND pwtplt:inapp AND pwtpb: 9.95"
10,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 10.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 10.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 11.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 11.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 12.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 12.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 13.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 13.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 14.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 14.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 15.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 15.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 16.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 16.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 19.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 17.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 18.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 15.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 19.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 19.50
pwtbst:1 AND pwtplt:inapp AND pwtpb: 20.00"
